id,name,description,image,pool_id,draft_class_id,created_at,updated_at
1527,Dragonair,A mystical POKéMON that exudes a gentle aura. Has the ability to change climate conditions.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,10,,2020-08-13 02:35:43.427553,2020-08-13 02:35:43.427553
1529,Mewtwo,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,10,,2020-08-13 02:35:44.788814,2020-08-13 02:35:44.788814
1530,Haku,Spirited Away,https://cdn.myanimelist.net/images/characters/4/39353.jpg?s=60e8ee4ca2d0bf063ba81552be307cde,11,,2020-08-13 02:35:45.348514,2020-08-13 02:35:45.348514
1531,"Ogino, Chihiro",Spirited Away,https://cdn.myanimelist.net/images/characters/16/39349.jpg?s=ace353bb0979b946ba7825f1ed08ef7d,11,,2020-08-13 02:35:45.352767,2020-08-13 02:35:45.352767
1532,Ani-yaku,Spirited Away,https://cdn.myanimelist.net/images/characters/2/341390.jpg?s=711ccb89fad75b36cb09ed884fb966d8,11,,2020-08-13 02:35:45.355084,2020-08-13 02:35:45.355084
1534,Kamajii,Spirited Away,https://cdn.myanimelist.net/images/characters/13/314029.jpg?s=6b7e14c607392ded848fb526997d7134,11,,2020-08-13 02:35:45.359068,2020-08-13 02:35:45.359068
1536,Kashira,Spirited Away,https://cdn.myanimelist.net/images/characters/9/64990.jpg?s=b49462f148d5e19527ec2fbe894fd29b,11,,2020-08-13 02:35:45.362915,2020-08-13 02:35:45.362915
1537,Lin,Spirited Away,https://cdn.myanimelist.net/images/characters/16/64985.jpg?s=a9f1c8b3f90afcca619ac753e1602db9,11,,2020-08-13 02:35:45.364799,2020-08-13 02:35:45.364799
1538,Makkuro-Kurosuke,Spirited Away,https://cdn.myanimelist.net/images/characters/5/102432.jpg?s=bad5b8195af566e3c921cf0809ea5d97,11,,2020-08-13 02:35:45.366614,2020-08-13 02:35:45.366614
1539,"Ogino, Yuuko",Spirited Away,https://cdn.myanimelist.net/images/characters/12/64992.jpg?s=b6f131f2d96a934f63b3e13c91bf2eee,11,,2020-08-13 02:35:45.368435,2020-08-13 02:35:45.368435
1541,Ootori-sama,Spirited Away,https://cdn.myanimelist.net/images/characters/14/200487.jpg?s=a828f27f12628d9e2dba2a6835892da6,11,,2020-08-13 02:35:45.371882,2020-08-13 02:35:45.371882
1543,Yubaba,Spirited Away,https://cdn.myanimelist.net/images/characters/9/64983.jpg?s=313e3ce6ec3d38b417f36c8d2d7badc1,11,,2020-08-13 02:35:45.375229,2020-08-13 02:35:45.375229
1545,"Hatter, Sophie",Howl's Moving Castle,https://cdn.myanimelist.net/images/characters/10/129315.jpg?s=a4b4643b70c7d1f3450e528c5064d9cd,11,,2020-08-13 02:35:45.863435,2020-08-13 02:35:45.863435
1547,Calcifer,Howl's Moving Castle,https://cdn.myanimelist.net/images/characters/12/64076.jpg?s=94a9ed01e067f3381fec59739a276e9e,11,,2020-08-13 02:35:45.871861,2020-08-13 02:35:45.871861
1548,Heen,Howl's Moving Castle,https://cdn.myanimelist.net/images/characters/7/64077.jpg?s=71c7c63654d2c8403b14934b7f95b09e,11,,2020-08-13 02:35:45.874217,2020-08-13 02:35:45.874217
1550,Suliman,Howl's Moving Castle,https://cdn.myanimelist.net/images/characters/10/294540.jpg?s=4f419ba263c40a633a53b002bf3b8eea,11,,2020-08-13 02:35:45.879214,2020-08-13 02:35:45.879214
1551,Turnip Head,Howl's Moving Castle,https://cdn.myanimelist.net/images/characters/14/48656.jpg?s=e724a116b8a0fba648e34c1b711172ec,11,,2020-08-13 02:35:45.881153,2020-08-13 02:35:45.881153
1552,Witch of the Waste,Howl's Moving Castle,https://cdn.myanimelist.net/images/characters/11/64074.jpg?s=2489fd4c2ad0572e3b5fc499f6fa8005,11,,2020-08-13 02:35:45.882978,2020-08-13 02:35:45.882978
1553,"Kusakabe, Satsuki",My Neighbor Totoro,https://cdn.myanimelist.net/images/characters/4/55560.jpg?s=8bcef0770eb893d7b4c351c028119c26,11,,2020-08-13 02:35:46.402798,2020-08-13 02:35:46.402798
1554,"Kusakabe, Mei",My Neighbor Totoro,https://cdn.myanimelist.net/images/characters/4/278460.jpg?s=0216f66cf958a7fff48fa0684f241446,11,,2020-08-13 02:35:46.406924,2020-08-13 02:35:46.406924
1555,Totoro,My Neighbor Totoro,https://cdn.myanimelist.net/images/characters/16/81225.jpg?s=b938ee3d7d7778b5536d2958480f1372,11,,2020-08-13 02:35:46.421297,2020-08-13 02:35:46.421297
1557,"Kusakabe, Yasuko",My Neighbor Totoro,https://cdn.myanimelist.net/images/characters/8/63838.jpg?s=d66e3f03df17c03a32411c9384ef93a3,11,,2020-08-13 02:35:46.425411,2020-08-13 02:35:46.425411
1558,"Kusakabe, Tatsuo",My Neighbor Totoro,https://cdn.myanimelist.net/images/characters/7/253333.jpg?s=0427a3783f371bc5d8d45bf3504e1657,11,,2020-08-13 02:35:46.427224,2020-08-13 02:35:46.427224
1561,"Oogaki, Kanta",My Neighbor Totoro,https://cdn.myanimelist.net/images/characters/6/63836.jpg?s=5fc45b32aba90a6f1c84152697a946db,11,,2020-08-13 02:35:46.432836,2020-08-13 02:35:46.432836
1562,Ashitaka,Princess Mononoke,https://cdn.myanimelist.net/images/characters/6/59683.jpg?s=66da273f66e158ff0b544f984e8fec39,11,,2020-08-13 02:35:46.924213,2020-08-13 02:35:46.924213
1563,San,Princess Mononoke,https://cdn.myanimelist.net/images/characters/10/198811.jpg?s=d483aacea5cd8cfca1a9821e044311d4,11,,2020-08-13 02:35:46.928224,2020-08-13 02:35:46.928224
1528,Dragonite,An extremely rarely seen marine POKéMON. Its intelligence is said to match that of humans.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,10,298,2020-08-13 02:35:44.070239,2020-08-13 02:48:30.921427
1535,Kaonashi,Spirited Away,https://cdn.myanimelist.net/images/characters/16/64987.jpg?s=68426ea18c81dd0af59a36abb6060fb7,11,299,2020-08-13 02:35:45.36107,2020-08-13 02:50:22.895103
1533,Boh,Spirited Away,https://cdn.myanimelist.net/images/characters/15/64989.jpg?s=2f7c25f1e54eaefb1e36b209cfd43f58,11,299,2020-08-13 02:35:45.357087,2020-08-13 02:50:22.902114
1567,"Jiko, Bou",Princess Mononoke,https://cdn.myanimelist.net/images/characters/16/64981.jpg?s=45bdeef29bdf2111f51561e22d0addbc,11,,2020-08-13 02:35:46.94201,2020-08-13 02:35:46.94201
1568,Kaya,Princess Mononoke,https://cdn.myanimelist.net/images/characters/14/90260.jpg?s=856070cc420c4386eb9444c1e55486ae,11,,2020-08-13 02:35:46.943826,2020-08-13 02:35:46.943826
1570,Kohroku,Princess Mononoke,https://cdn.myanimelist.net/images/characters/14/114310.jpg?s=fcfdcdb1e7a469b373ce960f5edde195,11,,2020-08-13 02:35:46.947373,2020-08-13 02:35:46.947373
1573,The Forest Spirit,Princess Mononoke,https://cdn.myanimelist.net/images/characters/5/64975.jpg?s=5ed1bf105cceb8af88823a1a8288822f,11,,2020-08-13 02:35:46.952637,2020-08-13 02:35:46.952637
1574,Toki,Princess Mononoke,https://cdn.myanimelist.net/images/characters/15/58020.jpg?s=b006af32d42373f20848effc8d95ace4,11,,2020-08-13 02:35:46.954353,2020-08-13 02:35:46.954353
1575,Yakul,Princess Mononoke,https://cdn.myanimelist.net/images/characters/2/64978.jpg?s=e4d1a32e5e7f1d2a30755df539a40110,11,,2020-08-13 02:35:46.956075,2020-08-13 02:35:46.956075
1577,Bertha,Kiki's Delivery Service,https://cdn.myanimelist.net/images/characters/11/85565.jpg?s=94cfbf55bdee61c7821e5d5c3c0d326f,11,,2020-08-13 02:35:47.45246,2020-08-13 02:35:47.45246
1578,Jiji,Kiki's Delivery Service,https://cdn.myanimelist.net/images/characters/7/291442.jpg?s=923d97cdf287897a063e81b282247783,11,,2020-08-13 02:35:47.454691,2020-08-13 02:35:47.454691
1579,Kokiri,Kiki's Delivery Service,https://cdn.myanimelist.net/images/characters/15/217931.jpg?s=4f67b9a634b6a2ac9b25ed3b8fd783f3,11,,2020-08-13 02:35:47.45652,2020-08-13 02:35:47.45652
1580,"Kopoli, Tombo",Kiki's Delivery Service,https://cdn.myanimelist.net/images/characters/13/85566.jpg?s=66910dfd0ff3ec5371507e5995eca549,11,,2020-08-13 02:35:47.458306,2020-08-13 02:35:47.458306
1581,Lilly,Kiki's Delivery Service,https://cdn.myanimelist.net/images/characters/15/85567.jpg?s=94c2d9b9e415fbb29c114757fb0fe242,11,,2020-08-13 02:35:47.460023,2020-08-13 02:35:47.460023
1582,Okino,Kiki's Delivery Service,https://cdn.myanimelist.net/images/characters/10/85563.jpg?s=8398f39823019c80bcb60a878f24a324,11,,2020-08-13 02:35:47.461765,2020-08-13 02:35:47.461765
1583,Osono,Kiki's Delivery Service,https://cdn.myanimelist.net/images/characters/7/85564.jpg?s=065ca417061931311309d8fe31d4c70d,11,,2020-08-13 02:35:47.46346,2020-08-13 02:35:47.46346
1584,Osono's husband,Kiki's Delivery Service,https://cdn.myanimelist.net/images/characters/10/346800.jpg?s=20041037c2100c4b8cfd398472306427,11,,2020-08-13 02:35:47.465107,2020-08-13 02:35:47.465107
1586,Ursula,Kiki's Delivery Service,https://cdn.myanimelist.net/images/characters/3/316576.jpg?s=a2952c287f70bf3ced85b8494b46684a,11,,2020-08-13 02:35:47.468413,2020-08-13 02:35:47.468413
1587,Asbel,Nausicaä of the Valley of the Wind,https://cdn.myanimelist.net/images/characters/15/298136.jpg?s=e1e819dfb466098e0cd5d272b2c18a4b,11,,2020-08-13 02:35:49.367329,2020-08-13 02:35:49.367329
1588,Kushana,Nausicaä of the Valley of the Wind,https://cdn.myanimelist.net/images/characters/9/261421.jpg?s=574869ac80193237f0574b65d4f91928,11,,2020-08-13 02:35:49.371367,2020-08-13 02:35:49.371367
1590,Nausicaä,Nausicaä of the Valley of the Wind,https://cdn.myanimelist.net/images/characters/13/310238.jpg?s=f81f4d49230aab75b6491d4d54e359c0,11,,2020-08-13 02:35:49.377106,2020-08-13 02:35:49.377106
1594,Kurotowa,Nausicaä of the Valley of the Wind,https://cdn.myanimelist.net/images/characters/15/215567.jpg?s=400c37ce2a2f4200ced8b1d4358c3128,11,,2020-08-13 02:35:49.384702,2020-08-13 02:35:49.384702
1595,Lastelle,Nausicaä of the Valley of the Wind,https://cdn.myanimelist.net/images/characters/16/278462.jpg?s=0c1cbb5ec854032a63b375113a7e84b3,11,,2020-08-13 02:35:49.386321,2020-08-13 02:35:49.386321
1597,Mito,Nausicaä of the Valley of the Wind,https://cdn.myanimelist.net/images/characters/4/94860.jpg?s=fcfa54e2c923414e4cb9ca9e64b1e970,11,,2020-08-13 02:35:49.389844,2020-08-13 02:35:49.389844
1598,Obaba,Nausicaä of the Valley of the Wind,https://cdn.myanimelist.net/images/characters/3/281443.jpg?s=1d1bf8c49b8a6d77aa46ad72805550cc,11,,2020-08-13 02:35:49.391599,2020-08-13 02:35:49.391599
1599,Ohmu,Nausicaä of the Valley of the Wind,https://cdn.myanimelist.net/images/characters/13/337440.jpg?s=17e60ce88462b283f84f43080cb56e62,11,,2020-08-13 02:35:49.393186,2020-08-13 02:35:49.393186
1600,Pejite Mayor,Nausicaä of the Valley of the Wind,https://cdn.myanimelist.net/images/characters/13/285246.jpg?s=7df22c6b1718e975daad19f4f3a4d520,11,,2020-08-13 02:35:49.394745,2020-08-13 02:35:49.394745
